ax,ay,az,gx,gy,gz,beat_event
-0.718506,5.460645,7.472461,-0.975610,-6.219512,-4.634147,0
-0.728086,5.489385,7.472461,1.219512,1.829268,-8.414635,0
-0.718506,5.585186,7.367080,-2.682927,0.975610,-0.243902,0
-0.661025,5.489385,7.347920,3.536585,5.000000,-1.707317,0
-0.689766,5.537285,7.395821,-0.121951,-2.439024,0.000000,0
-0.728086,5.489385,7.405401,-5.121951,-5.853659,4.512195,0
-0.718506,5.498965,7.338340,-0.121951,9.878049,-1.707317,0
-0.680186,5.546865,7.328760,-1.707317,-1.829268,4.024390,0
-0.680186,5.556446,7.347920,0.000000,7.439024,-3.658537,0
-0.718506,5.422325,7.386240,2.682927,4.878049,-2.682927,0
-0.766406,5.489385,7.347920,-3.658537,4.024390,4.390244,0
-0.680186,5.537285,7.328760,3.902439,3.170732,-2.317073,0
-0.661025,5.498965,7.386240,1.219512,3.414634,-4.268293,0
-0.661025,5.479805,7.367080,1.951220,-0.609756,-1.463415,0
-0.737666,5.546865,7.395821,-5.487805,1.829268,4.146341,0
-0.708926,5.508545,7.414981,2.682927,-1.097561,-3.902439,0
-0.680186,5.556446,7.443721,0.853659,-4.024390,-0.121951,0
-0.661025,5.527705,7.386240,-5.487805,0.731707,-2.560976,0
-0.670605,5.546865,7.347920,-0.487805,0.121951,2.804878,0
-0.747246,5.470225,7.367080,-2.560976,-1.707317,3.414634,0
-0.785566,5.575606,7.357500,-2.926829,-4.878049,12.317074,0
-0.689766,5.460645,7.347920,-0.365854,4.512195,9.634147,0
-0.708926,5.460645,7.328760,4.878049,0.731707,-4.268293,0
-0.708926,5.489385,7.424561,5.000000,-0.731707,-2.926829,0
-0.670605,5.498965,7.309600,-8.292683,-0.487805,4.146341,0
-0.747246,5.537285,7.376660,-1.585366,4.024390,1.829268,0
-0.708926,5.479805,7.376660,2.317073,2.073171,-2.682927,0
-0.785566,5.489385,7.347920,-0.609756,2.439024,-7.439024,0
-0.708926,5.489385,7.462881,-5.853659,-4.390244,0.731707,0
-0.699346,5.489385,7.405401,-1.951220,0.487805,2.560976,0
-0.708926,5.508545,7.395821,2.926829,-4.024390,2.317073,0
-0.699346,5.393584,7.328760,-1.341463,1.829268,-2.682927,0
-0.708926,5.451065,7.338340,4.878049,2.195122,-4.146341,0
-0.728086,5.508545,7.367080,3.658537,4.268293,-3.414634,0
-0.680186,5.518125,7.453301,-2.682927,-4.268293,0.609756,0
-0.766406,5.479805,7.357500,2.682927,1.707317,1.463415,0
-0.622705,5.441484,7.472461,0.487805,0.000000,2.073171,0
-0.756826,5.460645,7.347920,-0.243902,-5.853659,-1.219512,0
-0.661025,5.537285,7.443721,-0.731707,2.926829,0.487805,0
-0.641865,5.556446,7.386240,-2.195122,-4.024390,-0.853659,0
-0.718506,5.546865,7.414981,-2.073171,2.560976,0.731707,0
-0.718506,5.489385,7.386240,-0.487805,0.609756,4.512195,0
-0.708926,5.479805,7.434141,-0.487805,4.024390,-0.975610,0
-0.699346,5.489385,7.405401,1.341463,1.829268,-0.243902,0
-0.737666,5.470225,7.453301,-0.121951,4.512195,-2.073171,0
-0.641865,5.518125,7.405401,-3.902439,-6.585366,-2.560976,0
-0.708926,5.537285,7.434141,-2.560976,0.609756,-2.682927,0
-0.747246,5.460645,7.347920,4.634147,-6.463415,2.682927,0
-0.708926,5.508545,7.453301,-4.878049,3.048780,0.975610,0
-0.785566,5.489385,7.280859,3.292683,0.609756,-0.609756,0
-0.651445,5.518125,7.328760,-3.658537,5.487805,1.097561,0
-0.708926,5.537285,7.414981,1.219512,5.487805,-8.414635,0
-0.680186,5.594766,7.424561,5.000000,2.073171,-0.487805,0
-0.708926,5.508545,7.367080,-0.731707,-4.512195,11.341464,0
-0.689766,5.431904,7.472461,3.780488,-0.975610,-6.219512,0
-0.708926,5.566026,7.434141,3.658537,5.487805,-5.487805,0
-0.728086,5.633086,7.347920,2.926829,3.170732,4.756098,0
-0.661025,5.585186,7.347920,0.487805,4.878049,-1.219512,0
